date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres
30/01/2021,-5.1,-6.6,-2.6,,,0,4.1,16.7,1001.7
31/01/2021,-5.6,-8.1,-2.6,,,24,2.8,9.3,999.2
01/02/2021,-2.3,-5.2,-0.5,,,193,6.2,20.4,999.8
02/02/2021,-2.6,-4.1,-1.4,,,30,9.2,22.2,1003.1
03/02/2021,-4.2,-6.6,-3.2,,,25,16,33.3,1008.7
04/02/2021,-7.1,-9.7,-5.4,,,19,17.2,33.3,1020
05/02/2021,-9,-11.1,-6.5,,,26,10.8,24.1,1027.3
06/02/2021,-8.2,-9.8,-5.8,,,29,12.3,25.9,1030.3
07/02/2021,-7.8,-10,-5,,,31,14.1,29.6,1027.2
08/02/2021,-7.1,-9.5,-4.7,,,26,18.5,35.2,1021.4
09/02/2021,-5.9,-6.8,-4.7,,,21,22.8,38.9,1017.8
10/02/2021,-5.8,-7.2,-4,,,20,18.8,33.3,1020
11/02/2021,-7.1,-10.4,-5.3,,,15,17.1,33.3,1032.9
12/02/2021,-8.1,-11.2,-4.1,,,10,9.6,18.5,1039.8
13/02/2021,-7,-10.3,-2.6,,,348,4.8,13,1040.8
14/02/2021,-6.8,-9.5,-2.9,,,202,4.8,14.8,1038.1
15/02/2021,-3.6,-6.7,-0.8,,,158,11.4,29.6,1028.3
16/02/2021,-1.3,-2.1,-0.6,,,133,7.2,20.4,1017
17/02/2021,0,-1,0.9,,,87,11.5,27.8,1012.3
18/02/2021,0.8,-1,2.7,,,140,13,31.5,1014.8
19/02/2021,2.8,2.1,3.3,,,169,11.6,31.5,1009.7
20/02/2021,3.5,2.2,4.5,,,174,16.9,31.5,1014.1
21/02/2021,5.6,4.1,7.9,,,173,13.7,27.8,1014.2
22/02/2021,5.3,2.7,8.4,,,151,8.3,22.2,1018.2
23/02/2021,5,3.8,5.9,,,194,14.1,27.8,1023.4
24/02/2021,6.9,4.7,8.7,,,194,21.3,37,1020.6
25/02/2021,7.9,5.9,8.9,,,205,21.1,37,1017.2
26/02/2021,6.6,2.2,8.8,,,269,18.5,40.8,1021
27/02/2021,3.1,-0.2,6.1,,,229,7.6,18.5,1032.3
28/02/2021,4.1,1.3,7.5,,,208,6.2,13,1032.3
01/03/2021,4.4,1.2,7.8,,,222,12.4,24.1,1030.4
02/03/2021,4.3,1.8,7.4,,,203,7.7,18.5,1031.1
03/03/2021,2.8,1.1,4.7,,,206,9.7,20.4,1024
04/03/2021,1.4,-1.7,3.2,,,1,17.1,35.2,1019.9
05/03/2021,0.1,-2.7,3.8,,,327,10.3,22.2,1024.9
06/03/2021,2.2,-1.9,5.4,,,240,18.1,44.5,1020.1
07/03/2021,3.1,-1.7,4.9,,,335,19.3,44.5,1016
08/03/2021,-0.9,-3.8,2.7,,,341,8.1,20.4,1023.1
09/03/2021,-0.4,-3.3,2.9,,,231,10.1,22.2,1019.5
10/03/2021,-0.6,-3.5,2.2,,,117,13.2,44.5,1017
11/03/2021,1.6,-0.7,4.4,,,167,25.9,53.7,987
12/03/2021,4.9,3.7,5.7,,,219,22.5,44.5,987.5
13/03/2021,3.7,2.2,4.9,,,161,12.9,25.9,988.1
14/03/2021,3.2,1.2,5.2,,,298,13.4,29.6,994
15/03/2021,3.3,0.3,4.6,,,23,15.8,37,1002.2
16/03/2021,2.4,-1.2,6.3,,,8,9.1,18.5,1016.6
17/03/2021,2.2,-0.5,6.1,,,13,13.7,25.9,1023.7
18/03/2021,1.8,-1.2,5,,,6,13,27.8,1022.7
19/03/2021,0.2,-2,2.4,,,18,13.7,29.6,1028.2
20/03/2021,3,-1.7,6.7,,,214,17.1,33.3,1016.3
21/03/2021,5,1.4,7.4,,,339,18.2,37,1012
22/03/2021,3.8,-1.2,7.9,,,223,9.9,22.2,1015.5
23/03/2021,5.2,1.3,8.8,,,199,12.1,25.9,1016.9
24/03/2021,5.9,4.1,7.5,,,207,19.9,35.2,1014.8
25/03/2021,5.8,5,6.8,,,206,17.3,33.3,1014.1
26/03/2021,6,5.1,7.1,,,181,17.9,33.3,1013.3
27/03/2021,5,3.8,6.9,,,208,15.3,31.5,1008.2
28/03/2021,4.9,3,6.6,,,212,21.4,38.9,1013.7
29/03/2021,7.7,5.5,9.6,,,203,24.1,44.5,1014.4
30/03/2021,10.2,8.1,12.7,,,217,23.6,38.9,1020.6
31/03/2021,8.8,7.2,10.5,,,221,16.7,31.5,1019.1
01/04/2021,6.4,4,8.6,,,357,17,35.2,1020.5
02/04/2021,5,1.2,9.1,,,339,15,37,1018
03/04/2021,4.5,1.4,7.1,,,342,17.8,33.3,1023.4
04/04/2021,4.6,1.2,7.7,,,212,23.5,55.5,1009.5
05/04/2021,3.7,1.7,6.2,,,287,27.5,51.8,989
06/04/2021,4,1,6.7,,,288,18.2,38.9,993
07/04/2021,4.1,1.2,6.9,,,325,13.1,25.9,1000.4
08/04/2021,3.4,0,5.5,,,261,18.6,50,1008.3
09/04/2021,5.7,3.2,8.4,,,221,37.7,75.9,999.1
10/04/2021,4.8,2.8,6.6,,,237,20.6,38.9,1009.8
11/04/2021,2,0.1,4.7,,,93,11.4,33.3,1014.2
12/04/2021,3.3,1.2,5.2,,,220,16.8,37,1013.2
13/04/2021,3.6,1.8,5.6,,,276,16.9,33.3,1019.6
14/04/2021,3.6,-0.9,7.4,,,350,9.2,22.2,1027.4
15/04/2021,4.7,-0.1,9.1,,,17,14.2,31.5,1032.2
16/04/2021,6.1,0.9,10.9,,,22,16.8,33.3,1030.6
17/04/2021,8,3.2,13.2,,,26,20.1,37,1028
18/04/2021,10,4.4,15.9,,,34,17.7,33.3,1026.5
19/04/2021,10.5,4,16.6,,,37,12.5,24.1,1025.1
20/04/2021,9.4,3.2,14.7,,,158,8.8,20.4,1018.7
21/04/2021,7,5.7,9.1,,,258,21.3,44.5,1008.1
22/04/2021,7.4,5.2,9.1,,,325,29.2,55.5,1012.4
23/04/2021,6.1,4,7.6,,,325,20.4,40.8,1021
24/04/2021,4.6,2.2,6.1,,,335,20.5,40.8,1024.5
25/04/2021,4.5,1.6,6.5,,,337,20.6,38.9,1024.8
26/04/2021,5,2.1,7.1,,,334,14.1,27.8,1021.6
27/04/2021,5.6,2.5,8,,,313,10.1,22.2,1017.5
28/04/2021,6.8,4.1,9,,,310,8.7,18.5,1013.2
29/04/2021,8,4.5,11,,,68,21.1,42.6,1009.8
30/04/2021,7.7,4.7,10.3,,,9,16.2,31.5,1013.1
01/05/2021,7.1,3.6,9.5,,,259,8.9,18.5,1015.5
02/05/2021,8,4.4,10.6,,,337,9.7,22.2,1014.2
03/05/2021,7.3,6,8.4,,,245,14,31.5,1011
04/05/2021,5.8,4.8,6.6,,,120,21.9,48.2,996.9
05/05/2021,6,4.3,7.9,,,60,22.3,38.9,986.9
06/05/2021,5.1,3.6,6.8,,,11,19.4,38.9,997
07/05/2021,6,4.4,7.5,,,323,9.4,20.4,1005.2
08/05/2021,7.4,5.5,9.1,,,213,16.8,35.2,1011.2
09/05/2021,9.4,7.3,12.5,,,155,27.6,46.3,1005.3
10/05/2021,14,11.7,16.7,,,165,23.4,38.9,1004.3
11/05/2021,10.9,9,13.7,,,83,13.4,33.3,1011.7
12/05/2021,11.1,9.7,12.8,,,326,16.8,35.2,1005.9
13/05/2021,13.3,11,15.7,,,339,11.8,24.1,1005.7
14/05/2021,13.9,12,16.1,,,158,10,18.5,1003.2
15/05/2021,11.6,10.6,12.4,,,179,15.2,25.9,1001.9
16/05/2021,11.6,10.4,12.7,,,113,13.2,24.1,1002.5
17/05/2021,11.9,11.1,12.8,,,169,14.2,27.8,1001.4
18/05/2021,11.8,10.9,12.8,,,223,14.9,25.9,1006.7
19/05/2021,11.2,10.5,11.9,,,254,21.9,35.2,1010.5
20/05/2021,11,9.9,11.7,,,248,27.8,46.3,1010.6
21/05/2021,11.2,9.9,12.6,,,183,19.8,35.2,1002.9
22/05/2021,12.1,11.2,13.3,,,168,23.9,38.9,997.7
23/05/2021,12,11.1,12.5,,,186,23.5,48.2,1001.1
24/05/2021,12,10.4,13.4,,,182,21.7,46.3,1013
25/05/2021,12.3,11,14.3,,,86,27.6,44.5,1009.9
26/05/2021,11,10,12,,,101,16.4,40.8,1006
27/05/2021,10.3,8.4,12.6,,,23,17.5,33.3,1011.7
28/05/2021,11.9,9.3,14.2,,,316,15.1,33.3,1019
29/05/2021,13.9,10.1,17.5,,,330,12.6,25.9,1023.2
30/05/2021,15.7,12.6,18,,,258,9.6,20.4,1027.2
31/05/2021,14.4,12.5,15.9,,,256,12,20.4,1023.5
01/06/2021,15.9,12,19.5,,,57,14.7,35.2,1021.6
02/06/2021,15.7,12.1,18.1,,,85,20.7,46.3,1025.1
03/06/2021,17.2,13.7,19.9,,,117,19.6,37,1026.8
04/06/2021,17.7,14.7,19.9,,,143,12.9,24.1,1025.3
05/06/2021,18.2,15.5,20.2,,,232,8.3,18.5,1023.4
06/06/2021,18.3,15.8,20.5,,,252,9.3,20.4,1021.8
07/06/2021,16.3,14,17.4,,,234,12.5,24.1,1021.8
08/06/2021,14.8,13,16.4,,,251,18.8,29.6,1020.9
09/06/2021,15.7,14.2,17.4,,,251,19.7,29.6,1019.1
10/06/2021,16,14.4,17.9,,,241,17.9,27.8,1017.5
11/06/2021,17.1,15.6,18.6,,,226,18.4,38.9,1013.8
12/06/2021,15.5,14.4,16.7,,,274,38.7,63,1008.1
13/06/2021,14.9,13.3,16.1,,,286,27.5,48.2,1017.1
14/06/2021,14.5,13.4,15.6,,,236,33.2,63,1015
15/06/2021,13.7,12.3,14.5,,,269,37,57.4,1015.8
16/06/2021,14.1,11.7,16.3,,,224,17.4,31.5,1018.1
17/06/2021,19,14.3,23.7,,,155,21.1,35.2,1015.9
18/06/2021,20.4,18.4,22,,,233,17.2,37,1013.8
19/06/2021,20.1,17.5,22.7,,,160,17.8,37,1011.3
20/06/2021,18.3,15.6,21.4,,,182,17,48.2,1008.8
21/06/2021,15.3,13.9,18.7,,,243,18.9,38.9,1008.1
22/06/2021,15.8,13.8,17.6,,,296,11.5,20.4,1011.2
23/06/2021,17.1,15.2,18.9,,,326,14.2,25.9,1017.4
24/06/2021,15.6,13.6,17.6,,,271,13.4,22.2,1018.6
25/06/2021,15.5,13.8,17.1,,,265,12.4,24.1,1015.9
26/06/2021,16.2,15.1,17.9,,,264,14.4,25.9,1017.7
27/06/2021,16,14.7,17.7,,,228,18.7,25.9,1016
28/06/2021,16,14.1,18.1,,,234,17.8,27.8,1014.8
29/06/2021,16.1,13.9,18.3,,,245,13.8,22.2,1012.2
30/06/2021,17.3,14.2,20.3,,,50,17.1,38.9,1011.3
01/07/2021,16.6,15,18,,,51,27.6,50,1012.7
02/07/2021,19.7,16.4,23.5,,,64,20.9,37,1013.3
03/07/2021,21.8,18.2,24.8,,,38,12.4,25.9,1013.6
04/07/2021,20.3,19,21.8,,,127,13.1,27.8,1011.9
05/07/2021,20.5,18.7,22.9,,,135,13.7,25.9,1009.5
06/07/2021,19.4,17.7,21,,,183,17.6,37,1007.9
07/07/2021,18.5,17.6,19.2,,,204,22.1,33.3,1013.1
08/07/2021,19.2,17.2,21.2,,,195,13.7,24.1,1020.8
09/07/2021,20,17.8,22.1,,,42,11.4,27.8,1020.2
10/07/2021,17.7,17,19,,,332,22.1,42.6,1011.4
11/07/2021,17.3,15.7,18.8,,,239,22,37,1016.8
12/07/2021,19.7,16.4,22.8,,,102,10.8,24.1,1018.2
13/07/2021,22.1,19,24.7,,,74,18.6,33.3,1014.4
14/07/2021,23.1,20.7,25,,,35,12.6,25.9,1011.9
15/07/2021,22.3,20.4,24.2,,,319,10.2,22.2,1012.4
16/07/2021,23.3,20,26.7,,,357,14.3,25.9,1017
17/07/2021,21.7,19.9,23.7,,,269,16.5,38.9,1017.7
18/07/2021,18.7,17.8,20.4,,,285,30.6,53.7,1014
19/07/2021,19.3,16.4,21.5,,,346,14.8,25.9,1015.9
20/07/2021,18.3,16.3,19.8,,,263,23.7,37,1013.5
21/07/2021,18.7,16.8,20.3,,,234,11.5,22.2,1018.6
22/07/2021,19.2,17.3,20.8,,,223,15.5,27.8,1018.5
23/07/2021,18.5,16,20.3,,,238,11.2,20.4,1016.8
24/07/2021,20.7,17.2,23.9,,,359,9.3,24.1,1016.2
25/07/2021,22.3,18.9,25.4,,,111,13.7,29.6,1015.1
26/07/2021,21.7,19.4,23.3,,,100,19.5,38.9,1013.5
27/07/2021,20.8,19.6,21.7,,,150,15.4,31.5,1009.6
28/07/2021,19.1,18.1,20,,,200,19.9,31.5,1006.7
29/07/2021,16.8,16,18.2,,,210,26.8,48.2,1000.5
30/07/2021,17.5,16.4,18.4,,,260,38.4,59.3,997.2
31/07/2021,17.7,16.6,18.5,,,225,27.8,42.6,997.6
01/08/2021,16.7,15.3,17.5,,,242,35.4,57.4,998.8
02/08/2021,16.2,14.8,17.6,,,329,18.3,33.3,1003.4
03/08/2021,16.1,14.4,17.6,,,177,12,24.1,1010.2
04/08/2021,16.2,14.5,17.4,,,254,11,24.1,1013.9
05/08/2021,17,14.8,19.1,,,57,8.7,20.4,1013.7
06/08/2021,18.3,15.6,20.5,,,105,20.1,38.9,1009.5
07/08/2021,17.4,15.5,18.8,,,117,17.3,29.6,1005.1
08/08/2021,17.1,15.8,18.2,,,163,15.9,27.8,1003.3
09/08/2021,17.3,16.5,18.4,,,215,22.3,35.2,1010.3
10/08/2021,17,16.3,17.7,,,180,14,24.1,1012.7
11/08/2021,17.6,16.8,18.7,,,252,13.6,27.8,1014.3
12/08/2021,18.3,17.1,19.3,,,224,17.1,25.9,1018.2
13/08/2021,19.1,17.6,19.7,,,206,19.2,44.5,1015.5
14/08/2021,17.2,16.5,17.9,,,253,38,63,1010.2
15/08/2021,16.6,15.9,17.3,,,261,36.5,61.1,1006
16/08/2021,15.4,14.3,16,,,3,12.2,27.8,1001.8
17/08/2021,15.4,13.9,17,,,341,24.7,50,1000.3
18/08/2021,16.9,16.3,17.4,,,283,29.2,55.5,998.1
19/08/2021,16.8,16.2,17.6,,,268,24.4,38.9,1000.6
20/08/2021,16.3,15.9,16.7,,,266,24.4,37,1008.9
21/08/2021,16.5,15.2,17.5,,,244,11.8,22.2,1016.8
22/08/2021,16.8,15.4,18.6,,,27,9.3,22.2,1020.4
23/08/2021,17.4,15.2,19.5,,,11,11.1,25.9,1025.6
24/08/2021,16.9,15.4,18.4,,,227,12.3,33.3,1027.4
25/08/2021,17.9,15.6,19.3,,,320,25.3,44.5,1012.1
26/08/2021,14.4,13.4,16.1,,,16,36,70.4,1011.8
27/08/2021,14.6,13.1,16.3,,,44,35.8,61.1,1018.4
28/08/2021,14.3,13.6,15,,,36,27,48.2,1021.5
29/08/2021,16.4,13.6,19.4,,,36,20.2,35.2,1021
30/08/2021,16.9,13.7,19.7,,,37,15.9,35.2,1022.3
31/08/2021,18.1,14.7,21.2,,,13,12.4,27.8,1022.7
01/09/2021,16.5,14.2,18.2,,,1,11,22.2,1024.5
02/09/2021,16.5,14,18.3,,,268,13.3,29.6,1023.9
03/09/2021,16.1,13.7,18.1,,,28,14.3,24.1,1017.4
04/09/2021,14.7,12.9,16.6,,,70,12.8,20.4,1021.7
05/09/2021,14.6,12,17,,,189,14.2,24.1,1026.1
06/09/2021,15.1,13.7,16.3,,,221,14.9,24.1,1024.3
07/09/2021,15.9,14.6,16.9,,,239,19.2,31.5,1021.6
08/09/2021,17,16,18.3,,,247,22.8,35.2,1017.5
09/09/2021,17.9,16.4,19.6,,,214,15.7,25.9,1013.6
10/09/2021,18.4,16.3,20.8,,,161,12.8,22.2,1012.2
11/09/2021,17.1,16.4,18.1,,,201,12.1,24.1,1010.8
12/09/2021,16.9,16.2,17.4,,,249,22.8,38.9,1008.5
13/09/2021,16.1,14.5,17.3,,,43,12.2,24.1,1014.6
14/09/2021,15.4,14.4,16.7,,,150,11.8,20.4,1017.5
15/09/2021,15.1,13.9,16.3,,,102,18.9,35.2,1016.3
16/09/2021,13.3,11.4,14.7,,,67,36.2,59.3,1011.6
17/09/2021,11.2,10.6,11.7,,,56,33.4,57.4,1015.8
18/09/2021,11.1,9.3,13.2,,,76,20.4,31.5,1022.1
19/09/2021,10.5,8.4,12.3,,,76,18.4,29.6,1024.5
20/09/2021,10,8.7,11.4,,,71,14.1,22.2,1025.9
21/09/2021,11.1,9.3,13.3,,,195,15.8,29.6,1022.6
22/09/2021,13.7,11.7,15.3,,,232,18.8,37,1019.8
23/09/2021,13.7,12.2,14.9,,,263,35.1,68.5,1000.4
24/09/2021,12.9,11.1,14.7,,,281,27.2,61.1,1001.9
25/09/2021,14,12.2,14.9,,,278,26.9,61.1,1007.9
26/09/2021,13.1,11.2,14.8,,,140,14.3,24.1,1018.8
27/09/2021,14.6,12.7,16.8,,,120,29.5,46.3,1017.3
28/09/2021,14.2,11.3,15.3,,,245,16.1,46.3,1019.3
29/09/2021,12.3,9.7,14.6,,,97,17.1,38.9,1018.4
30/09/2021,12.4,11.4,13.9,,,96,26.2,44.5,1012.1
01/10/2021,12.2,11.5,12.9,,,175,40.4,68.5,1011.7
02/10/2021,12.4,11.9,13.2,,,155,31.9,53.7,1009.3
03/10/2021,13.7,11.8,14.7,,,147,39.7,66.7,1000.3
04/10/2021,13.2,12.6,14.3,,,182,28.4,46.3,1010.6
05/10/2021,13,12.1,14.6,,,132,23.8,38.9,1012.4
06/10/2021,12.5,11.2,13.7,,,171,18.1,25.9,1011.1
07/10/2021,12.7,11.7,13.8,,,198,17.1,25.9,1026.9
08/10/2021,12.6,11.4,13.8,,,186,17.4,24.1,1033.8
09/10/2021,11.8,11.2,12.5,,,196,16.2,22.2,1034.1
10/10/2021,11.4,10.4,12,,,204,23.9,37,1025.1
11/10/2021,11.3,9.8,12.5,,,284,28.9,42.6,1012.3
12/10/2021,8.1,5.6,10.1,,,347,16.8,37,1013.1
13/10/2021,7.3,4.4,9.4,,,115,10.3,18.5,1017
14/10/2021,11.5,8.9,12.7,,,249,29.6,50,1009.5
15/10/2021,11.3,10.1,12.4,,,295,29.6,61.1,1001.9
16/10/2021,10.8,9.8,11.5,,,277,38.2,59.3,1009.9
17/10/2021,9.5,6.2,10.7,,,301,18.4,48.2,1013.4
18/10/2021,6.1,3.3,8.4,,,87,11.8,25.9,1021.8
19/10/2021,8.6,5.7,11.9,,,146,27.9,42.6,1013
20/10/2021,12.8,11.7,13.8,,,231,31.1,50,991.4
21/10/2021,10,8.7,12,,,267,32,61.1,981.8
22/10/2021,8.4,7.9,9,,,296,34.4,61.1,992.8
23/10/2021,8.3,6.6,9.6,,,312,17.8,44.5,1015.7
24/10/2021,10.1,9.1,10.6,,,211,26.8,42.6,1021.7
25/10/2021,9.9,9.3,10.4,,,188,26,37,1014.1
26/10/2021,10.3,10.1,10.7,,,246,24.2,37,1010.6
27/10/2021,11.8,10.5,12.7,,,229,32,50,1008.3
28/10/2021,12.3,11.4,12.8,,,208,31.9,46.3,1011.9
29/10/2021,10.8,10.3,11.3,,,169,29.5,40.8,1008.9
30/10/2021,11,10.2,11.5,,,157,27.2,44.5,1006.1
31/10/2021,10.6,9.8,11.3,,,171,25.7,44.5,1003.2
01/11/2021,10.5,9.9,11.1,,,162,32.2,53.7,996.5
02/11/2021,9.1,8.1,10,,,133,18.9,37,999.7
03/11/2021,7.2,6.2,8.1,,,191,9.9,18.5,1001.9
04/11/2021,7.3,5.5,8.4,,,103,10.4,18.5,1007
05/11/2021,7,4.7,9.2,,,307,19.5,44.5,1008.1
06/11/2021,10.3,9.4,11,,,259,33.3,64.8,1008.6
07/11/2021,8.7,6.4,10.3,,,290,26.9,51.8,998.5
08/11/2021,3.8,2.2,6,,,75,15.1,25.9,1018.3
09/11/2021,6.9,2.4,10.5,,,190,34.1,51.8,1019
10/11/2021,10.4,9.3,10.9,,,247,25.7,44.5,1017.2
11/11/2021,8.9,8.2,9.5,,,259,26.3,50,1016.3
12/11/2021,8,7.2,8.9,,,197,18,33.3,1017.2
13/11/2021,7,5.7,7.4,,,82,21.3,33.3,1017.7
14/11/2021,5.2,4.2,5.9,,,71,16,25.9,1030.3
15/11/2021,5.4,4.3,6.4,,,152,16.1,24.1,1031.8
16/11/2021,6.3,5.9,6.7,,,185,17.5,25.9,1023.3
17/11/2021,6.8,5.8,7.7,,,226,28,44.5,1010.2
18/11/2021,8.7,7.6,10.7,,,265,31.6,51.8,1008.8
19/11/2021,11.3,10.3,12.2,,,275,43.6,77.8,1007.7
20/11/2021,9.4,8.2,10.2,,,285,24.2,53.7,1007.8
21/11/2021,4,0.3,7.6,,,17,16.1,27.8,1008.6
22/11/2021,3,-0.5,7.4,,,256,16.3,40.8,1019.1
23/11/2021,5.6,3.4,7.6,,,287,13.5,27.8,1018.3
24/11/2021,8.3,7.5,9.1,,,263,28.9,42.6,1012.6
25/11/2021,6,1.7,8,,,274,19.4,40.8,1000.3
26/11/2021,0.3,-0.5,1.2,,,87,16.8,31.5,995.1
27/11/2021,-0.1,-0.6,0.5,,,64,24.8,38.9,998
28/11/2021,0.2,-1.1,0.7,,,63,27.9,42.6,999.4
29/11/2021,-3.8,-4.9,-1.2,,,58,13.2,29.6,1006.3
30/11/2021,-3.7,-5.7,-2,,,92,21.9,50,994.5
01/12/2021,-4.7,-5.4,-3.8,,,77,26.7,57.4,991
02/12/2021,-5,-7.9,-2.7,,,32,19.9,51.8,992.9
03/12/2021,-6.1,-7.7,-4,,,96,19.6,38.9,998.3
04/12/2021,-3.3,-4.1,-2.7,,,71,28,40.8,1001
05/12/2021,-5.1,-7.4,-3.4,,,62,25.5,40.8,1016.2
06/12/2021,-7.7,-8.6,-6.8,,,93,18.2,29.6,1019.8
07/12/2021,-5.2,-7.7,-3,,,114,26.5,37,1013.4
08/12/2021,-1.9,-3.2,-0.6,,,112,30.2,40.8,1008.5
09/12/2021,-0.5,-1,-0.2,,,106,20.7,31.5,1008.3
10/12/2021,-0.4,-1.2,0.2,,,81,14.5,22.2,1002.4
11/12/2021,0,-0.8,0.7,,,85,11,22.2,1009.6
12/12/2021,0.4,-0.8,1.7,,,133,16.3,25.9,1017.5
13/12/2021,3,1.6,5.5,,,167,20.2,31.5,1019.6
14/12/2021,5.3,5,6.1,,,240,19.1,33.3,1018.2
15/12/2021,7.4,6.1,7.9,,,247,31.8,46.3,1016.9
16/12/2021,6.8,5.6,7.7,,,294,25.9,42.6,1026.7
17/12/2021,4.3,3.6,5.5,,,284,7.1,18.5,1034.1
18/12/2021,4.8,4,5.5,,,259,11.4,25.9,1028.3
19/12/2021,3.8,1.2,5,,,345,24,42.6,1021.1
20/12/2021,-0.2,-2.2,1,,,6,15.1,35.2,1026.6
21/12/2021,-1.9,-3.2,-1,,,129,11.5,29.6,1025.4
22/12/2021,-0.8,-1,0,,,130,11.2,31.5,1021.1
23/12/2021,0.8,-1,2,,,169,5.6,20.4,1005.9
24/12/2021,-5.3,-11,1,,,9,14.5,37,1001.9
25/12/2021,-7.7,-12,1,,,359,2.8,25.9,1008.2
26/12/2021,-7.7,-11,-1,,,0,0.6,18.5,1011.5
27/12/2021,-2.9,-8,-1,,,117,11.8,38.9,1009.9
28/12/2021,-0.1,-1,1,,,110,11.5,38.9,999.8
29/12/2021,0.3,0,1,,,35,2.2,22.2,1002.8
30/12/2021,4.7,1,8,,,196,21.3,46.3,999.7
31/12/2021,6.2,5,7,,,234,15.6,35.2,1003.1
01/01/2022,3.5,1,6,,,129,12.1,42.6,1014
02/01/2022,6.7,6,8,,,209,14.5,38.9,1001
03/01/2022,6,5,7,,,215,21.4,46.3,991.8
04/01/2022,3.1,2,4,,,222,19.1,42.6,985.8
05/01/2022,0.5,-3,3,,,320,14.4,44.5,989.1
06/01/2022,-3.6,-8,1,,,4,5.6,35.2,1009.5
07/01/2022,1.7,-4,4,,,161,14.7,42.6,1003.3
08/01/2022,1.8,0,3,,,133,10.2,35.2,998.4
09/01/2022,0.9,0,1,,,92,14.1,38.9,1000.8
10/01/2022,0.4,-1,2,,,86,11.1,29.6,1024.1
11/01/2022,1.6,-1,4,,,167,19,42.6,1029
12/01/2022,4.8,2,7,,,227,17.9,50,1026.2
13/01/2022,7,6,7,,,258,30.1,75.9,1019.2
14/01/2022,5.8,1,8,,,294,24.5,79.6,1020.2
15/01/2022,-0.4,-5,4,,,222,6.7,27.8,1022.7
16/01/2022,4.9,4,6,,,238,26.2,72.2,1006.9
17/01/2022,3.2,-3,7,,,315,27.5,83.3,1014.6
18/01/2022,1.7,-5,6,,,244,12.1,42.6,1026.6
19/01/2022,4.9,0,6,,,223,27.9,59.3,1006.6
20/01/2022,1,0,2,,,332,33,68.5,1009.9
21/01/2022,0.5,-4,5,,,332,9.8,48.2,1020.1
22/01/2022,0.8,-3,4,,,144,6.2,22.2,1024.5
23/01/2022,4.4,2,6,,,226,11.4,33.3,1026.6
24/01/2022,5.7,5,6,,,242,20.1,50,1025.3
25/01/2022,2.4,-2,6,,,247,6.9,38.9,1024.3
26/01/2022,5.9,5,6,,,253,22.2,57.4,1013.5
27/01/2022,6,5,7,,,262,30.2,83.3,996.2
28/01/2022,3.8,0,6,,,296,15.5,46.3,1017.7
29/01/2022,6.2,4,8,,,230,33.1,98.2,992.2
30/01/2022,4.6,-3,7,,,319,31.6,90.8,1003.3
31/01/2022,-2.7,-6,0,,,16,2.9,18.5,1006.6
01/02/2022,-1,-4,1,,,40,5.7,35.2,995.3
02/02/2022,-1.8,-5,0,,,30,4.6,22.2,1004
03/02/2022,2.2,0,6,,,131,9,33.3,1005.9
04/02/2022,4.8,3,6,,,217,19.9,48.2,995.5
05/02/2022,4.3,3,5,,,242,26.6,61.1,995.7
06/02/2022,3.2,2,5,,,235,18,50,984.8
07/02/2022,3.6,0,6,,,283,16.7,42.6,1000.8
08/02/2022,5.4,4,7,,,248,25.3,61.1,1007.2
09/02/2022,5.1,4,7,,,237,25.8,63,1008.4
10/02/2022,4.4,3,6,,,247,19.7,53.7,1007.9
11/02/2022,0.8,-3,3,,,305,8,33.3,1017
12/02/2022,3.4,2,4,,,211,26.5,55.5,1018.5
13/02/2022,3.5,2,4,,,194,31.2,61.1,1003.8
14/02/2022,5.1,3,7,,,181,28.6,53.7,993.9
15/02/2022,5.1,4,6,,,202,26.9,51.8,994.9
16/02/2022,3.5,2,5,,,171,18.3,48.2,982.5
17/02/2022,3.3,2,5,,,314,20.6,50,977.2
18/02/2022,3.8,1,5,,,230,20.8,57.4,985.1
19/02/2022,2.4,0,5,,,287,14.2,38.9,987.3
20/02/2022,1.8,-2,6,,,188,14.8,53.7,990
21/02/2022,2.1,-1,6,,,305,23,64.8,977.5
22/02/2022,-0.5,-2,1,,,32,9,35.2,1002.5
23/02/2022,3.5,0,7,,,248,19.9,55.5,1006.7
24/02/2022,4,2,6,,,202,21.4,63,998
25/02/2022,3.5,1,6,,,256,14.3,42.6,1004.3
26/02/2022,0,-5,4,,,195,7.3,20.4,1031.4
27/02/2022,1.9,0,5,,,172,15,27.8,1036.4
28/02/2022,3.3,0,6,,,172,20.4,40.8,1032.9
01/03/2022,3.1,2,4,,,185,21.9,42.6,1028.2
02/03/2022,2.3,-3,7,,,247,6.2,16.7,1025.6
03/03/2022,1,-4,7,,,13,6.1,20.4,1024.8
04/03/2022,-0.7,-5,6,,,8,3,16.7,1027.2
05/03/2022,-1,-7,4,,,265,7.3,20.4,1026.5
06/03/2022,1.3,-3,7,,,344,4.5,22.2,1025.2
07/03/2022,-0.3,-5,6,,,333,3.2,14.8,1025.5
08/03/2022,-0.1,-5,2,,,238,4.3,18.5,1024.5
09/03/2022,0.9,-3,6,,,58,4.1,14.8,1027.4
10/03/2022,1.9,-4,6,,,149,11,37,1031.5
11/03/2022,3.3,-1,9,,,133,12,35.2,1029.4
