date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres
12/03/2022,5.1,-1,13,,,132,13.2,33.3,1025.1
13/03/2022,6.5,-1,13,,,124,13.2,31.5,1024.7
14/03/2022,5.8,-1,13,,,121,9.8,31.5,1026
15/03/2022,1.6,-4,6,,,190,4.4,16.7,1025.1
16/03/2022,2.4,-1,6,,,207,4.6,18.5,1029.5
17/03/2022,3.8,0,7,,,138,17.7,55.5,1026.6
18/03/2022,4.8,-2,7,,,252,16.5,42.6,1039.4
19/03/2022,2.4,-4,10,,,328,4.6,14.8,1048.9
20/03/2022,3.3,-4,12,,,27,4.4,20.4,1043.6
21/03/2022,6.1,0,12,,,139,13.9,29.6,1036.9
22/03/2022,3.8,-2,10,,,216,6.7,24.1,1033.8
23/03/2022,2.5,-2,7,,,325,2.9,14.8,1033.1
24/03/2022,3.6,-3,9,,,189,7.4,24.1,1027.5
25/03/2022,5.5,-1,10,,,243,15.3,40.8,1023.3
26/03/2022,6.9,0,12,,,358,10.7,38.9,1026.4
27/03/2022,5.4,0,9,,,244,11.7,27.8,1025.1
28/03/2022,6.6,5,9,,,278,24,51.8,1012.8
29/03/2022,1.3,-3,7,,,5,6,22.2,1008.8
30/03/2022,-1,-6,5,,,21,7.8,25.9,1009.7
31/03/2022,-1,-8,6,,,349,4.5,24.1,1011.2
01/04/2022,-0.7,-7,5,,,12,7.6,29.6,1016.1
02/04/2022,-0.4,-7,5,,,334,7.6,27.8,1018.6
03/04/2022,1.8,-5,6,,,216,11.8,48.2,1010.1
04/04/2022,4.5,3,6,,,262,26,55.5,986.7
05/04/2022,1.8,-3,6,,,315,14.2,37,992.2
06/04/2022,-0.3,-4,3,,,65,9.3,33.3,989.2
07/04/2022,2.9,1,6,,,49,8.1,31.5,974.8
08/04/2022,2,0,4,,,302,18.9,44.5,979.8
09/04/2022,4,-2,7,,,280,20.4,42.6,988.9
10/04/2022,5.9,4,8,,,275,22.4,46.3,1002.4
11/04/2022,4.7,-1,8,,,293,12.6,33.3,1013.5
12/04/2022,3.9,-4,10,,,342,3.3,16.7,1020.3
13/04/2022,8.1,3,12,,,117,12.6,38.9,1017.3
14/04/2022,7.8,5,10,,,191,8.7,25.9,1015.7
15/04/2022,6.8,3,11,,,42,13.9,33.3,1028.3
16/04/2022,4.7,-2,11,,,307,7.7,22.2,1035.3
17/04/2022,5.6,0,10,,,242,8.8,20.4,1029.8
18/04/2022,6.5,-2,14,,,337,4.8,16.7,1022.5
19/04/2022,10.7,1,19,,,8,6.6,24.1,1019.6
20/04/2022,11.8,4,18,,,49,13.5,38.9,1021.5
21/04/2022,12.4,5,18,,,53,16.9,42.6,1020.8
22/04/2022,11.5,4,18,,,44,15.9,40.8,1019.1
23/04/2022,10.4,5,15,,,45,19.2,48.2,1017.3
24/04/2022,8.5,5,13,,,39,19.1,46.3,1015.6
25/04/2022,6.3,-1,12,,,333,10.5,29.6,1014.5
26/04/2022,7,-1,14,,,21,9,29.6,1016.8
27/04/2022,7.6,0,13,,,6,7.5,24.1,1024.5
28/04/2022,7.9,2,12,,,259,10.7,25.9,1026
29/04/2022,7.6,1,13,,,323,6.9,18.5,1026.3
30/04/2022,9.4,4,15,,,341,8,29.6,1023.5
01/05/2022,10,5,15,,,325,6.7,20.4,1021.6
02/05/2022,8,2,12,,,251,18.7,53.7,1015.5
03/05/2022,9.3,4,13,,,353,12.9,35.2,1016.1
04/05/2022,7.9,0,14,,,186,8.9,24.1,1017.3
05/05/2022,9.3,6,11,,,237,14.2,37,1017.8
06/05/2022,10.5,7,13,,,224,15.1,33.3,1019
07/05/2022,11,6,14,,,260,19,40.8,1017.4
08/05/2022,9.3,1,15,,,31,11.1,31.5,1025.6
09/05/2022,10.5,3,15,,,169,15.6,38.9,1027
10/05/2022,12,10,14,,,187,25.2,50,1012
11/05/2022,11,9,13,,,215,17.2,40.8,1004.2
12/05/2022,10.7,9,12,,,255,27,72.2,1005
13/05/2022,10.6,9,13,,,228,18.8,48.2,1008.1
14/05/2022,11.4,10,13,,,267,26.8,55.5,1010
15/05/2022,12.3,8,16,,,288,15.6,35.2,1019
16/05/2022,12.1,6,17,,,30,8.8,25.9,1021.8
17/05/2022,11.4,2,18,,,22,8.9,25.9,1024.1
18/05/2022,13.7,8,19,,,168,17.6,38.9,1023.8
19/05/2022,14,11,18,,,233,8.2,25.9,1016.7
20/05/2022,12.4,10,15,,,278,11.5,27.8,1014
21/05/2022,10.6,9,13,,,312,7.9,27.8,1010.7
22/05/2022,12.5,8,15,,,233,10.5,22.2,1012.9
23/05/2022,13.2,6,18,,,164,12.5,25.9,1009.5
24/05/2022,13,11,16,,,141,17.2,53.7,1001.6
25/05/2022,12.3,10,15,,,208,17.3,44.5,1006.5
26/05/2022,12,10,14,,,244,28.2,75.6,1004.1
27/05/2022,11,9,13,0,,269,25,59.4,1002.2
28/05/2022,12.1,9,16,1.1,,327,16.5,39.2,1005
29/05/2022,12,4,17,0,,171,10.1,37.4,1007.5
30/05/2022,11.5,7,14,3.2,,294,6.9,25.2,1011.2
31/05/2022,12.1,8,15,0,,298,5.7,33.8,1012.5
01/06/2022,12,8,15,0,,216,11.6,33.5,1011
02/06/2022,11.7,8,15,0,,245,12.2,43.2,1012
03/06/2022,12.9,12,15,0,,240,19.8,47.5,1016.3
04/06/2022,13.8,11,17,0,,251,8.6,32.8,1020.9
05/06/2022,14.8,8,19,0,,230,9.1,35.6,1019.5
06/06/2022,15.9,9,22,0,,75,7.9,38.2,1014.4
07/06/2022,15.9,14,19,0.2,,129,9.4,31.3,1009.5
08/06/2022,13.7,12,15,3.8,,193,18.6,39.6,1004.6
09/06/2022,15.8,11,20,0.3,,66,4.5,22,1010.1
10/06/2022,14.8,13,17,0.4,,228,13.5,32.4,1016.2
11/06/2022,15.8,14,19,0,,214,13.2,42.1,1016.9
12/06/2022,14.2,12,16,0,,226,18.2,45.4,1014.3
13/06/2022,14,12,16,0,,261,25.4,56.5,1011.1
14/06/2022,14.8,13,17,0,,268,22.1,46.3,1014.5
15/06/2022,14.8,12,18,0,,229,13.4,29.6,1017.1
16/06/2022,15.6,13,19,0,,237,11.2,27.8,1016.6
17/06/2022,15.7,12,19,3.7,,231,14.7,38.9,1017.7
18/06/2022,15.4,13,17,1.2,,249,25.6,57.4,1010.2
19/06/2022,14.2,12,17,0,,273,14.3,50,1009.6
20/06/2022,14.5,11,18,0,,311,9.4,31.5,1010.1
21/06/2022,14.2,8,17,0,,248,14.8,40.8,1009.2
22/06/2022,15.1,13,16,0,,240,14,37,1009.7
23/06/2022,15.5,13,18,0,,229,14.7,38.9,1013.8
24/06/2022,19.8,8,28,0,,128,9,25.9,1011.7
25/06/2022,21.5,19,24,0,,150,10.4,31.5,1011.8
26/06/2022,20.9,17,27,0,,29,6.8,27.8,1015.1
27/06/2022,19.8,14,25,0,,327,7.2,27.8,1014.7
28/06/2022,16.9,14,19,13.3,,274,15.2,31.5,1017.8
29/06/2022,17.3,9,22,0,,324,5,22.2,1019.4
30/06/2022,20.4,11,27,0,,11,5.7,27.8,1015.3
01/07/2022,20.3,16,24,0,,222,13.4,33.3,1012.5
02/07/2022,17.8,15,20,4.5,,232,19.5,40.8,1017
03/07/2022,16.7,14,20,0.2,,175,10.9,35.2,1016.8
04/07/2022,15.5,13,18,7.6,,218,10.9,42.6,1012.5
05/07/2022,15,13,18,0.6,,242,20.3,50,1013.2
06/07/2022,16,14,18,0.2,,264,17.7,46.3,1013.5
07/07/2022,17,14,21,4.3,,308,13.1,37,1011.3
08/07/2022,16.7,12,19,0,,263,15.2,40.8,1018.2
09/07/2022,16.9,15,19,0,,278,24.5,50,1014.4
10/07/2022,15.9,10,20,0,,332,13.9,40.8,1015.4
11/07/2022,15.6,9,22,0,,318,5.3,25.9,1019.4
12/07/2022,15.8,9,21,0,,277,7.8,25.9,1019.7
13/07/2022,18.3,16,21,0,,248,20.9,59.3,1011.7
14/07/2022,16,15,18,0,,271,28.1,59.3,1009.1
15/07/2022,15.5,11,18,0,,302,15.1,50,1011
16/07/2022,15.9,11,19,0,,292,14.8,42.6,1013.2
17/07/2022,15.6,11,19,0.2,,252,16.1,40.8,1019.3
18/07/2022,17.5,15,20,0.9,,221,16.6,35.2,1017.9
19/07/2022,19.2,14,23,0,,266,7.6,25.9,1017.9
20/07/2022,22.8,12,32,0,,159,13,35.2,1017
21/07/2022,22.5,17,29,0,,212,10.7,29.6,1012.5
22/07/2022,17.3,16,19,0,,168,8.4,29.6,1012
23/07/2022,16.1,14,18,0,,4,8.3,25.9,1013.5
24/07/2022,16.8,14,19,0,,210,17.1,37,1014.5
25/07/2022,18.1,17,20,33.8,,180,15.3,40.8,1006.1
26/07/2022,15.7,14,17,1.7,,249,22.7,70.4,1002.8
27/07/2022,17,14,20,0,,301,15.3,46.3,1009.3
28/07/2022,15.2,8,19,0,,304,7,20.4,1018.4
29/07/2022,17,9,22,0,,322,5.7,18.5,1021.2
30/07/2022,18,12,23,0,,241,8,20.4,1018.8
31/07/2022,19,17,22,0,,180,13.8,29.6,1014.3
01/08/2022,17.5,16,19,7.1,,240,14.7,37,1011.2
02/08/2022,15.7,12,18,3.7,,211,16.1,44.5,1013.3
03/08/2022,18.9,17,22,0.7,,197,19.6,46.3,1010.6
04/08/2022,18.9,13,26,15.7,,183,10.5,37,1012.3
05/08/2022,15.8,14,18,0,,241,14.3,50,1012
06/08/2022,15.6,14,18,0,,267,25,57.4,1017.2
07/08/2022,15,13,16,0.5,,241,15.9,44.5,1021.2
08/08/2022,16.1,12,19,0,,256,8.9,25.9,1023.6
09/08/2022,15.2,9,20,0,,241,7.2,22.2,1027.9
10/08/2022,17,13,21,0,,202,11.7,25.9,1026.6
11/08/2022,18.7,14,23,0,,221,9.9,29.6,1024.1
12/08/2022,18.8,13,24,0,,283,6,20.4,1022.7
13/08/2022,19.3,11,26,0,,318,4.3,18.5,1020.4
14/08/2022,20,12,27,0,,338,4.6,20.4,1015
15/08/2022,20.1,13,29,1.6,,79,8.7,33.3,1008.7
16/08/2022,20.9,17,25,0,,145,12.2,27.8,1006.3
17/08/2022,19.8,17,22,0,,225,10.1,24.1,1011.2
18/08/2022,19.2,16,26,0,,354,3.9,20.4,1012.9
19/08/2022,19.2,16,23,0,,328,4.9,24.1,1011.7
20/08/2022,18.2,16,20,0,,284,13,35.2,1012
21/08/2022,16.1,10,21,2.8,,199,12.7,37,1012.5
22/08/2022,16.5,12,19,0,,269,10.6,31.5,1017.5
23/08/2022,14.8,7,22,0,,355,2.7,18.5,1020.9
24/08/2022,18.1,12,24,0,,53,5.9,20.4,1023
25/08/2022,17.9,10,24,0,,331,5,20.4,1022.4
26/08/2022,19.7,16,24,0,,91,6.9,22.2,1016.4
27/08/2022,18,15,21,0,,8,2.6,20.4,1013.6
28/08/2022,16.5,14,20,0,,22,14.3,44.5,1015.1
29/08/2022,14.6,8,18,0,,27,13.5,37,1021.6
30/08/2022,12.6,6,20,0,,16,6.6,29.6,1025.4
31/08/2022,12.9,7,19,0,,354,5,27.8,1027.1
01/09/2022,12.2,5,19,0,,4,4.1,24.1,1025.2
02/09/2022,12.6,5,20,0,,66,5,22.2,1023.6
03/09/2022,14.6,9,20,0,,141,6.6,22.2,1023.4
04/09/2022,15.3,9,21,0,,88,6.4,24.1,1026.6
05/09/2022,15,8,21,0,,83,7.4,24.1,1029.7
06/09/2022,13.5,7,20,0,,78,6.2,20.4,1025.7
07/09/2022,11.8,4,19,0,,38,4.9,27.8,1020
08/09/2022,14.7,11,18,0,,85,16.3,46.3,1018.3
09/09/2022,13.1,11,16,2.4,,67,15.1,53.7,1013.8
10/09/2022,14.5,11,16,0,,63,9.3,29.6,1015.2
11/09/2022,13,8,19,0,,10,7.3,22.2,1017.2
12/09/2022,13.8,7,18,0,,158,11.9,46.3,1013.5
13/09/2022,15,13,17,17.3,,229,23,66.7,997.8
14/09/2022,15.3,14,17,0,,275,19.5,48.2,995.5
15/09/2022,14.2,11,17,0,,279,16.1,42.6,992.5
16/09/2022,13.3,8,17,0,,323,10.4,35.2,994.3
17/09/2022,11.8,4,17,0,,332,11.6,35.2,999.7
18/09/2022,11.3,7,17,0,,358,4.5,27.8,1002.7
19/09/2022,9.8,5,16,0,,349,8.4,35.2,1010.8
20/09/2022,9.5,4,15,0,,3,5.1,25.9,1019.2
21/09/2022,8.3,1,16,0,,333,3.7,20.4,1024.4
22/09/2022,10.1,5,16,0,,175,7.9,22.2,1021.8
23/09/2022,12.3,8,16,0,,167,10.9,29.6,1015
24/09/2022,12.5,9,16,0,,136,7.7,25.9,1011.9
25/09/2022,10.6,5,16,0,,182,5.8,20.4,1008.8
26/09/2022,10.9,9,13,8.2,,156,14.3,51.8,995.8
27/09/2022,11.9,11,14,2.3,,113,17.2,50,993.7
28/09/2022,13.1,11,16,0.6,,64,19.1,48.2,997
29/09/2022,9.9,5,13,0,,41,16.8,44.5,1003.8
30/09/2022,8.1,2,14,0.4,,90,7.8,35.2,1007.3
01/10/2022,10.8,10,13,4.2,,136,15.1,48.2,999.6
02/10/2022,11.6,6,14,3.6,,291,13.6,31.5,1004.6
03/10/2022,7.9,2,15,0,,346,5.7,27.8,1016.1
04/10/2022,10.4,2,15,0,,220,11.6,38.9,1014.4
05/10/2022,14.1,13,15,2.9,,197,28.3,64.8,1004.7
06/10/2022,13,10,15,3.1,,238,25.6,63,1010.4
07/10/2022,13.5,12,14,0.7,,203,31.8,59.3,1011.3
08/10/2022,11.9,11,13,8,,249,19.3,48.2,1008
09/10/2022,11.7,9,14,0,,241,15.1,35.2,1018.5
10/10/2022,12,11,13,4.2,,188,22.5,51.8,1011.5
11/10/2022,11.1,10,12,0,,277,25.4,57.4,1014.8
12/10/2022,11.7,10,14,0,,229,14.8,37,1020.5
13/10/2022,11.9,11,14,0,,183,16.9,35.2,1014.5
14/10/2022,11.2,10,13,0,,202,10,27.8,1009.7
15/10/2022,12.5,11,14,1.5,,190,15.5,44.5,1002.8
16/10/2022,11.8,9,14,9.9,,213,23.1,59.3,1005.1
17/10/2022,11.1,7,14,10.5,,194,14.1,46.3,1016.8
18/10/2022,11.2,6,13,0,,257,14.5,40.8,1017.9
19/10/2022,4.2,0,10,0,,0,3.4,22.2,1027.3
20/10/2022,5.4,1,11,0,,121,7,25.9,1022.7
21/10/2022,7.7,5,10,0.7,,78,11,31.5,1012.2
22/10/2022,9,8,11,2.3,,353,3.9,22.2,1010
23/10/2022,11.4,9,13,0,,188,7.5,24.1,1010.8
24/10/2022,11.2,9,14,8.7,,119,14.1,37,1004.5
25/10/2022,12.6,12,13,12.6,,226,21.9,51.8,1004
26/10/2022,12.1,11,13,0,,228,14,37,1013.5
27/10/2022,13.2,12,14,1.2,,195,15.1,33.3,1017.6
28/10/2022,13.3,13,14,6.6,,191,12.7,37,1013.6
29/10/2022,12.6,12,14,1.8,,244,20.4,51.8,1013
30/10/2022,12.7,11,16,0,,189,8.3,29.6,1015.7
31/10/2022,12.5,10,14,0,,203,10,22.2,1017.6
01/11/2022,11.2,8,13,0.5,,146,15,46.3,1011.9
02/11/2022,11.3,9,13,2.9,,195,20.5,46.3,1008.9
03/11/2022,10.7,9,12,0,,163,21.5,53.7,1008.4
04/11/2022,10.1,9,12,0.2,,131,22.6,51.8,1002.7
05/11/2022,10,9,11,1.1,,213,20.5,51.8,1006.2
06/11/2022,10.7,10,12,8.3,,196,23.4,51.8,1004.8
07/11/2022,10.2,9,11,14.8,,198,22.6,59.3,999.7
08/11/2022,11.8,11,13,3.4,,188,18.8,42.6,1002.5
09/11/2022,11.8,11,13,0.5,,197,20.5,44.5,1000.9
10/11/2022,10.7,8,12,1.2,,213,17.7,48.2,1010
11/11/2022,13.2,12,14,0,,222,24.7,57.4,1015.6
12/11/2022,12.6,11,14,0,,245,16.1,53.7,1026.1
13/11/2022,11.3,10,12,0,,333,3.1,16.7,1028.8
14/11/2022,9,8,11,0,,92,8.2,22.2,1022.1
15/11/2022,8,7,9,0,,97,15.4,42.6,1015.7
16/11/2022,6.2,3,8,0,,91,20.3,44.5,1015
17/11/2022,3.9,3,5,0,,76,16.2,42.6,1012.1
18/11/2022,2.6,0,5,0,,47,14.7,37,1016.7
19/11/2022,1.3,0,2,0,,35,16.9,37,1017.3
20/11/2022,-0.3,-2,1,0.8,,23,10.1,31.5,1010.8
21/11/2022,-0.7,-1,0,0.6,,44,9.1,38.9,1001.6
22/11/2022,0.5,-3,3,0.6,,98,11.9,37,1004.2
23/11/2022,4,3,4,0.1,,106,18.2,37,1005.4
24/11/2022,5,4,6,0,,116,16.4,38.9,1010.1
25/11/2022,5.2,5,6,0,,117,17.1,33.3,1017.1
26/11/2022,5.3,4,6,0.8,,132,12.2,31.5,1024.2
27/11/2022,6.5,6,7,0,,137,12.6,35.2,1023.2
28/11/2022,6.3,5,7,0,,111,16.5,38.9,1020.1
29/11/2022,4.2,3,5,0,,77,9.2,29.6,1025.2
30/11/2022,2.5,1,4,0,,48,5.6,20.4,1030.6
01/12/2022,2,0,3,0,,29,8,22.2,1033
02/12/2022,2.7,2,4,0,,33,10.5,25.9,1033.7
03/12/2022,0.5,-1,2,0,,47,13.8,31.5,1032.3
04/12/2022,0.6,0,1,0,,47,16.2,33.3,1030.7
05/12/2022,0.5,0,1,0,,39,12.9,27.8,1026.1
06/12/2022,-2.9,-5,0,0,,18,3.6,16.7,1014.9
07/12/2022,-5,-12,-1,2,,13,3.9,20.4,1007.5
08/12/2022,-2.9,-11,2,5.8,,188,13.4,37,1001.2
09/12/2022,-2.1,-6,0,0,,348,9.2,33.3,1005.3
10/12/2022,-6.5,-10,-4,0,,27,6.7,24.1,1012.1
11/12/2022,-7.6,-11,-5,0,,15,5,18.5,1013.5
12/12/2022,-6.5,-9,-4,0,,16,9.7,25.9,1013.6
13/12/2022,-8,-13,-3,0.3,,20,5.2,29.6,1007.5
14/12/2022,-2.2,-10,2,2.2,,287,12.4,37,998.3
15/12/2022,-12.1,-14,-8,0,,13,1.3,16.7,1006
16/12/2022,-9.2,-15,-4,0,,101,3.5,25.9,1015.4
17/12/2022,1,-4,2,0.2,,183,25.6,50,1018.7
18/12/2022,2.7,1,4,1.3,,200,22.8,48.2,1022.5
19/12/2022,0.4,-1,3,3.6,,145,16.6,40.8,1014.4
20/12/2022,6,4,7,12.8,,187,20.1,38.9,1003.3
21/12/2022,4.7,4,5,1.1,,202,18.3,35.2,1002.3
22/12/2022,5.2,4,6,2.2,,198,21.3,38.9,995.3
23/12/2022,-0.8,-7,5,0,,343,6.7,24.1,1001.5
24/12/2022,-5.6,-9,-2,0,,25,1.1,18.5,1011.4
25/12/2022,1.7,-3,5,3.3,,142,15.2,42.6,1011.7
26/12/2022,5,5,6,9.2,,171,18.4,50,1002.5
27/12/2022,4.3,3,5,0,,250,22.7,66.7,1006.9
28/12/2022,2.4,0,5,13.9,,145,10.9,33.3,1000.8
29/12/2022,6.2,5,7,10.9,,186,26.9,50,990.4
30/12/2022,5.5,5,6,2.1,,198,25.6,64.8,996
31/12/2022,6.4,5,8,2.4,,202,21.9,61.1,994.5
01/01/2023,4,2,7,7.9,,157,7.8,29.6,1003.5
02/01/2023,5.4,3,7,7.5,,189,10.6,35.2,1007.9
03/01/2023,0.2,-1,2,2.8,,359,5.5,24.1,1018.6
04/01/2023,2.3,1,3,18.3,,96,13.9,42.6,1002.3
05/01/2023,0.6,0,2,6.3,,49,16.2,46.3,1009
06/01/2023,0.5,-1,5,10.6,,133,21.2,64.8,1010.7
07/01/2023,5.6,4,8,2.3,,170,15.2,38.9,1008.2
08/01/2023,6.8,6,8,4.4,,169,20.5,50,998.6
09/01/2023,5.6,5,7,5.5,,151,13.1,31.5,995.5
10/01/2023,5.7,5,6,0,,206,15.8,40.8,1005.4
11/01/2023,5.8,4,8,14.7,,191,30.9,74.1,997.5
12/01/2023,5.1,4,6,6.5,,188,18.5,42.6,994.5
13/01/2023,5.8,4,7,11.8,,183,22.3,53.7,989.2
14/01/2023,4.9,3,6,7.2,,210,19.3,53.7,994
15/01/2023,5,3,6,13.6,,202,29.5,74.1,978.3
16/01/2023,4.4,3,6,0,,197,20.2,53.7,985.3
17/01/2023,3.5,2,4,2.6,,117,17.5,38.9,978.9
18/01/2023,2.8,1,4,3.9,,194,21.9,55.5,987.6
19/01/2023,0.4,0,1,0,,103,10.9,27.8,998.2
20/01/2023,0.8,0,2,0,,16,6.3,16.7,1014.4
21/01/2023,0.2,-1,1,0,,50,8.3,16.7,1034.7
22/01/2023,-3.2,-4,-1,0,,68,6.3,14.8,1038.3
23/01/2023,-1.8,-5,1,0,,221,8.5,25.9,1039.8
24/01/2023,2.6,1,4,0,,215,19,37,1035.2
25/01/2023,4.1,4,6,3.2,,204,21.4,40.8,1023.6
26/01/2023,2.2,-2,6,0,,357,9.8,29.6,1022.5
27/01/2023,-2.5,-6,2,0,,346,4,22.2,1029.1
28/01/2023,3.3,2,5,0,,231,15.7,37,1019.8
29/01/2023,4.7,3,5,1.6,,238,20.3,57.4,1007.2
30/01/2023,5.2,3,7,1.4,,286,28.3,61.1,993.1
31/01/2023,3.3,2,5,2.9,,265,20.3,51.8,998.8
01/02/2023,4.3,0,6,3.6,,291,20.5,53.7,994.2
02/02/2023,-2,-5,1,0,,353,5.2,25.9,1013.4
03/02/2023,-0.1,-3,2,12.3,,71,15.7,48.2,1010.1
04/02/2023,-5.4,-11,1,0,,22,4,22.2,1037
05/02/2023,0.2,-3,2,4.2,,156,12.7,42.6,1034.4
06/02/2023,-0.2,-2,2,0,,163,9.4,22.2,1038.8
07/02/2023,3,2,4,0,,209,17.9,29.6,1035.9
08/02/2023,3.8,2,5,0,,208,20.9,40.8,1033
09/02/2023,4.1,3,6,0.4,,209,28.8,66.7,1018.6
10/02/2023,4,3,7,2.5,,258,22.8,61.1,1019
11/02/2023,5.9,1,9,0,,284,17.3,66.7,1017.9
12/02/2023,5,1,7,0,,233,12.6,35.2,1028.6
13/02/2023,4.8,0,7,0,,253,12.1,35.2,1030.6
14/02/2023,2.2,-2,5,0,,205,6.8,20.4,1033
15/02/2023,2.8,2,3,0,,189,12.6,25.9,1024.2
16/02/2023,4.6,3,6,0.4,,207,15.4,25.9,1014.5
17/02/2023,5.5,4,7,12.3,,206,24.8,72.2,994.8
18/02/2023,4.7,2,7,0,,300,22.7,72.2,1003
19/02/2023,2.5,-1,5,0.7,,293,13.1,42.6,1011
20/02/2023,6.1,4,8,13.4,,257,28,75.9,996.5
21/02/2023,3.8,-3,6,0,,352,17.5,61.1,1007.6
22/02/2023,1.4,-2,4,0,,130,13.7,37,1016.4
23/02/2023,3.2,0,5,3.9,,209,12.7,38.9,1008.4
24/02/2023,2,0,4,9.9,,124,17.8,38.9,993.9
25/02/2023,-0.5,-3,2,0,,8,19.5,44.5,1008
26/02/2023,0.2,-4,5,0,,345,8,25.9,1023.1
27/02/2023,2.3,-3,10,0,,346,4.5,16.7,1029.3
28/02/2023,-0.6,-5,6,0,,342,1.3,14.8,1030.2
01/03/2023,0.4,-5,8,0,,2,3.2,18.5,1029.3
02/03/2023,0.9,-4,7,0,,324,4.2,16.7,1025
03/03/2023,1.2,-4,6,0,,328,10.4,27.8,1016.3
04/03/2023,0.6,-5,3,0,,346,14.6,44.5,1013.5
05/03/2023,-1.3,-5,3,0,,326,11.8,35.2,1006.4
06/03/2023,-3,-8,2,0,,39,4.1,20.4,998.7
07/03/2023,-2.1,-4,-1,13,,51,22,61.1,984.5
08/03/2023,-4.9,-13,0,0,,277,6.9,35.2,994
09/03/2023,-3.6,-14,2,7.4,,231,12.2,44.5,995.6
10/03/2023,-3.9,-10,-1,0,,39,7.9,29.6,996.2
11/03/2023,-2.2,-12,2,0,,319,11.7,37,998.9
12/03/2023,-0.3,-2,1,0.2,,278,13.8,38.9,1002.9
13/03/2023,3.8,-1,7,24.7,,171,25.2,61.1,981.5
14/03/2023,3.7,1,6,2.7,,255,17.2,59.3,983.3
15/03/2023,2,-4,5,0,,286,12.6,33.3,1004
16/03/2023,0.2,-7,5,0.1,,98,9.8,50,1017.4
17/03/2023,4.2,2,6,3.9,,161,26,64.8,1008.8
18/03/2023,5.8,5,7,0.5,,189,8.5,29.6,1008.8
19/03/2023,6.9,5,10,0,,134,10.1,22.2,1012.9
20/03/2023,5.5,4,7,0,,240,13.2,31.5,1009.6
21/03/2023,4.6,3,7,5.1,,161,12.1,33.3,1009.7
22/03/2023,6.5,5,7,9.4,,196,22.1,48.2,998.2
23/03/2023,6.3,5,9,3.2,,196,18.2,38.9,994.8
24/03/2023,6.8,6,8,9.4,,203,21,57.4,989.9
25/03/2023,5.9,2,8,4,,217,16.1,42.6,992
26/03/2023,0,-1,2,0,,24,15.4,31.5,1000.4
27/03/2023,-1.2,-7,3,0,,338,6.6,29.6,1009.4
28/03/2023,-1,-7,3,0,,301,10.1,25.9,1018.3
29/03/2023,2.2,0,4,5.5,,184,16.6,38.9,1011
30/03/2023,1,-1,3,12.8,,77,16.2,46.3,1003.7
31/03/2023,1.3,1,2,8.2,,62,20.7,50,999.5
01/04/2023,1.1,-4,5,0,,49,18.2,44.5,1011.8
02/04/2023,2,-4,8,0,,24,7.6,27.8,1028.5
03/04/2023,1,-5,6,0,,339,6.3,20.4,1035.1
04/04/2023,3.5,-2,10,0,,43,6.8,18.5,1028
05/04/2023,3.4,-3,9,2.7,,25,9.3,31.5,1023.3
06/04/2023,2.1,-2,8,0.8,,97,9.8,31.5,1021.3
07/04/2023,3.4,-4,10,0,,33,10.9,35.2,1026.2
08/04/2023,8.1,5,14,0,,51,12.7,31.5,1029.3
09/04/2023,5.9,-1,13,0,,4,6.3,20.4,1028.5
10/04/2023,8.3,1,14,0,,142,13.8,42.6,1021.3
11/04/2023,7.5,4,9,4.9,,154,15.4,46.3,1004.9
12/04/2023,7.6,2,12,0,,139,10.4,27.8,1005.3
13/04/2023,8.6,7,12,2,,116,16.3,40.8,1003.3
14/04/2023,7.3,2,12,0,,70,10.6,31.5,1013
15/04/2023,9.9,7,15,0,,57,14.7,35.2,1017.7
16/04/2023,9.4,6,15,0,,37,12.2,27.8,1024.3
17/04/2023,7.9,-1,15,0,,25,10.1,33.3,1030.5
18/04/2023,8.8,0,15,0,,29,10.9,37,1035.9
19/04/2023,9.1,3,14,0,,38,14.3,38.9,1034.4
20/04/2023,9.9,1,17,0,,39,12,31.5,1030.3
21/04/2023,9.9,1,17,0,,335,6.3,22.2,1024
22/04/2023,11.1,1,19,0,,188,9,24.1,1012.7
23/04/2023,10.1,7,13,4.7,,186,12.3,37,1003.1
24/04/2023,9.6,7,12,2.1,,143,13.5,37,999.7
25/04/2023,7.3,5,10,0.9,,239,14,31.5,998.5
26/04/2023,5.9,3,9,0,,292,16.2,46.3,1005.3
27/04/2023,7.3,5,10,0,,274,21,38.9,1011
28/04/2023,7.1,0,11,0,,254,8.3,25.9,1015.5
29/04/2023,7.7,4,10,0,,261,17.1,55.5,1012.2
30/04/2023,7.2,5,9,0,,285,20.6,40.8,1017.9
01/05/2023,7.9,4,10,11.6,,210,19.3,42.6,1011.8
02/05/2023,6.2,1,10,0,,302,11.7,29.6,1016.7
03/05/2023,7.2,-1,12,0,,299,9,25.9,1024.2
04/05/2023,7.2,1,13,0,,43,13.4,35.2,1027.5
05/05/2023,8.2,3,13,0,,98,14.9,35.2,1028.6
06/05/2023,7.7,2,14,0,,126,14.6,37,1026.6
07/05/2023,8.7,2,14,0,,115,7.8,20.4,1027.8
08/05/2023,10,1,16,0,,160,13.5,31.5,1027.7
09/05/2023,13.8,9,20,0,,158,20.7,51.8,1018.9
10/05/2023,15.5,9,20,0,,143,17.7,38.9,1013.9
11/05/2023,16,12,21,0,,173,10.6,33.3,1017.8
